business_id,monthly_cash_flow_sar,business_age_months
BIZ-002793,10038.71,217
BIZ-002794,13143.76,156
BIZ-002795,66195.69,181
BIZ-002796,43286.96,51
BIZ-002797,38573.82,82
BIZ-002798,17025.69,73
BIZ-002799,39079.86,16
BIZ-002800,11573.1,232
BIZ-002801,16990.1,58
BIZ-002802,58093.23,108
BIZ-002803,52800.59,86
BIZ-002804,8251.0,11
BIZ-002805,9362.56,216
BIZ-002806,24555.77,53
BIZ-002807,123764.07,25
BIZ-002808,3243.59,82
BIZ-002809,29095.33,35
BIZ-002810,5563.36,239
BIZ-002811,11680.42,46
BIZ-002812,15299.44,73
BIZ-002813,14465.06,65
BIZ-002814,12915.77,7
BIZ-002815,22185.79,4
BIZ-002816,12896.93,123
BIZ-002817,5102.79,56
BIZ-002818,48043.86,20
BIZ-002819,46764.15,70
BIZ-002820,51183.59,66
BIZ-002821,4718.59,102
BIZ-002822,29700.47,238
BIZ-002823,43303.07,74
BIZ-002824,7854.15,169
BIZ-002825,22229.45,184
BIZ-002826,19608.79,13
BIZ-002827,138989.08,120
BIZ-002828,150918.62,108
BIZ-002829,4169.88,122
BIZ-002830,266712.61,42
BIZ-002831,8819.97,112
BIZ-002832,58728.08,30
BIZ-002833,58133.54,227
BIZ-002834,8138.08,141
BIZ-002835,36071.84,9
BIZ-002836,19780.78,121
BIZ-002837,38343.11,222
BIZ-002838,27741.15,178
BIZ-002839,72863.24,66
BIZ-002840,23751.47,214
BIZ-002841,18622.5,45
BIZ-002842,65911.24,59
BIZ-002843,39355.69,38
BIZ-002844,45789.65,221
BIZ-002845,11332.31,172
BIZ-002846,7744.49,124
BIZ-002847,12484.93,160
BIZ-002848,11839.29,62
BIZ-002849,48348.93,17
BIZ-002850,58453.34,203
BIZ-002851,18861.34,231
BIZ-002852,92126.6,9
BIZ-002853,86549.29,13
BIZ-002854,28096.46,134
BIZ-002855,9682.82,11
BIZ-002856,106444.25,173
BIZ-002857,20722.65,226
BIZ-002858,24988.36,67
BIZ-002859,15683.98,71
BIZ-002860,9047.19,207
BIZ-002861,5071.34,86
BIZ-002862,41475.92,58
BIZ-002863,10062.78,21
BIZ-002864,469550.55,201
BIZ-002865,7434.8,222
BIZ-002866,6264.27,19
BIZ-002867,36685.57,192
BIZ-002868,101652.3,39
BIZ-002869,23496.1,34
BIZ-002870,39036.11,92
BIZ-002871,3485.8,105
BIZ-002872,11186.79,205
BIZ-002873,7528.0,168
BIZ-002874,3310.83,35
BIZ-002875,24759.89,140
BIZ-002876,2338.28,210
BIZ-002877,5871.14,159
BIZ-002878,12871.96,55
BIZ-002879,9592.28,31
BIZ-002880,32741.82,109
BIZ-002881,29899.0,113
BIZ-002882,53841.44,85
BIZ-002883,46741.31,27
BIZ-002884,68927.66,29
BIZ-002885,21984.25,127
BIZ-002886,29835.88,226
BIZ-002887,36736.04,143
BIZ-002888,25378.48,105
BIZ-002889,14806.27,223
BIZ-002890,15796.72,165
BIZ-002891,9724.87,172
BIZ-002892,33577.68,138
BIZ-002893,20050.01,183
BIZ-002894,11348.33,120
BIZ-002895,11358.88,149
BIZ-002896,6565.61,148
BIZ-002897,58620.59,180
BIZ-002898,23828.02,215
BIZ-002899,9294.7,71
BIZ-002900,49441.61,168
BIZ-002901,12576.07,8
BIZ-002902,5396.46,128
BIZ-002903,61158.39,215
BIZ-002904,12873.2,155
BIZ-002905,14633.97,64
BIZ-002906,22952.45,145
BIZ-002907,69050.21,86
BIZ-002908,22472.27,104
BIZ-002909,6640.1,55
BIZ-002910,37944.39,150
BIZ-002911,13561.77,48
BIZ-002912,145498.92,107
BIZ-002913,22001.82,225
BIZ-002914,2356.57,182
BIZ-002915,31488.1,100
BIZ-002916,153983.05,232
BIZ-002917,106502.13,4
BIZ-002918,137441.59,230
BIZ-002919,7944.54,85
BIZ-002920,54838.75,197
BIZ-002921,10700.07,227
BIZ-002922,27564.65,144
BIZ-002923,6167.49,146
BIZ-002924,11562.75,180
BIZ-002925,11200.94,58
BIZ-002926,54098.15,43
BIZ-002927,49056.07,83
BIZ-002928,29051.34,115
BIZ-002929,5707.74,178
BIZ-002930,16128.78,62
BIZ-002931,10445.05,135
BIZ-002932,52558.17,1
BIZ-002933,71552.37,8
BIZ-002934,63347.17,232
BIZ-002935,10350.4,204
BIZ-002936,1422.92,207
BIZ-002937,3763.25,79
BIZ-002938,91274.52,123
BIZ-002939,14746.26,162
BIZ-002940,10397.03,61
BIZ-002941,113852.64,178
BIZ-002942,78054.29,166
BIZ-002943,22571.62,98
BIZ-002944,16425.61,104
BIZ-002945,19300.74,74
BIZ-002946,27643.97,193
BIZ-002947,109102.96,236
BIZ-002948,33606.25,239
BIZ-002949,45525.55,185
BIZ-002950,70917.33,84
BIZ-002951,6838.5,187
BIZ-002952,46857.29,59
BIZ-002953,16406.47,215
BIZ-002954,1779.17,64
BIZ-002955,2622.36,97
BIZ-002956,7957.6,23
BIZ-002957,37467.28,20
BIZ-002958,24681.26,95
BIZ-002959,26485.87,132
BIZ-002960,154963.28,5
BIZ-002961,6191.36,203
BIZ-002962,21430.42,28
BIZ-002963,29864.79,239
BIZ-002964,10548.37,65
BIZ-002965,22659.32,91
BIZ-002966,4447.29,39
BIZ-002967,90210.96,198
BIZ-002968,11140.98,175
BIZ-002969,167946.4,19
BIZ-002970,21322.66,26
BIZ-002971,61577.61,146
BIZ-002972,20883.13,207
BIZ-002973,21359.59,27
BIZ-002974,12282.99,53
BIZ-002975,24813.02,131
BIZ-002976,30272.61,26
BIZ-002977,10054.16,73
BIZ-002978,19437.42,3
BIZ-002979,11966.92,120
BIZ-002980,219622.2,171
BIZ-002981,20136.09,99
BIZ-002982,103283.42,62
BIZ-002983,18112.86,102
BIZ-002984,28546.44,122
BIZ-002985,5876.03,40
BIZ-002986,14085.87,27
BIZ-002987,27188.1,44
BIZ-002988,107581.48,236
BIZ-002989,27501.14,173
BIZ-002990,87879.37,30
BIZ-002991,41803.24,73
BIZ-002992,112128.56,99
BIZ-002993,20763.62,44
BIZ-002994,240439.24,204
BIZ-002995,13556.26,225
BIZ-002996,10234.69,59
BIZ-002997,6567.89,4
BIZ-002998,226618.82,64
BIZ-002999,49983.47,140
BIZ-003000,15770.23,194
BIZ-003001,76804.82,82
BIZ-003002,43813.28,66
BIZ-003003,157334.2,60
BIZ-003004,4685.22,1
BIZ-003005,16892.75,4
BIZ-003006,13869.93,103
BIZ-003007,3060.45,148
BIZ-003008,63597.36,3
BIZ-003009,16807.89,48
BIZ-003010,46149.03,218
BIZ-003011,233228.03,237
BIZ-003012,15471.52,154
BIZ-003013,14455.74,125
BIZ-003014,24801.62,140
BIZ-003015,59115.44,89
BIZ-003016,12497.54,49
BIZ-003017,11719.84,90
BIZ-003018,63398.11,168
BIZ-003019,32165.17,159
BIZ-003020,2850.56,162
BIZ-003021,6467.91,146
BIZ-003022,98837.85,15
BIZ-003023,32923.05,150
BIZ-003024,10278.44,211
BIZ-003025,18575.34,156
BIZ-003026,22319.96,139
BIZ-003027,45969.5,54
BIZ-003028,5663.16,190
BIZ-003029,9500.04,108
BIZ-003030,28939.3,63
BIZ-003031,19933.67,118
BIZ-003032,39021.15,30
BIZ-003033,6441.34,222
BIZ-003034,31480.66,168
BIZ-003035,65616.58,79
BIZ-003036,35839.95,190
BIZ-003037,25313.97,13
BIZ-003038,20012.58,93
BIZ-003039,9558.14,156
BIZ-003040,20496.34,6
BIZ-003041,77629.74,170
BIZ-003042,19554.71,196
BIZ-003043,9047.07,142
BIZ-003044,13463.71,50
BIZ-003045,26926.07,180
BIZ-003046,15161.07,82
BIZ-003047,35785.69,176
BIZ-003048,37154.63,151
BIZ-003049,53582.79,23
BIZ-003050,91451.08,24
BIZ-003051,59626.7,4
BIZ-003052,8653.86,18
BIZ-003053,8923.7,72
BIZ-003054,20419.15,7
BIZ-003055,14028.2,225
BIZ-003056,7056.28,220
BIZ-003057,14161.87,42
BIZ-003058,13704.6,75
BIZ-003059,11250.32,178
BIZ-003060,16061.98,158
BIZ-003061,71571.4,140
BIZ-003062,26882.69,237
BIZ-003063,260878.24,151
BIZ-003064,26121.35,160
BIZ-003065,16480.52,120
BIZ-003066,22117.69,126
BIZ-003067,28466.75,70
BIZ-003068,34038.72,125
BIZ-003069,175731.29,220
BIZ-003070,9458.6,91
BIZ-003071,52002.45,32
BIZ-003072,27112.51,144
BIZ-003073,4577.47,188
BIZ-003074,47605.27,230
BIZ-003075,78246.83,130
BIZ-003076,9347.12,189
BIZ-003077,21830.56,60
BIZ-003078,3923.13,102
BIZ-003079,6255.36,101
BIZ-003080,62820.05,80
BIZ-003081,13816.01,172
BIZ-003082,7267.71,212
BIZ-003083,27707.55,79
BIZ-003084,13063.63,33
BIZ-003085,13755.28,198
BIZ-003086,46134.95,204
BIZ-003087,6893.03,224
BIZ-003088,8907.37,61
BIZ-003089,25695.73,172
BIZ-003090,58070.31,172
BIZ-003091,75975.05,189
BIZ-003092,11326.93,193
BIZ-003093,56239.63,228
BIZ-003094,10055.33,115
BIZ-003095,136790.98,19
BIZ-003096,7088.5,46
BIZ-003097,83156.43,212
BIZ-003098,11424.48,202
BIZ-003099,164925.06,3
BIZ-003100,39788.0,88
BIZ-003101,7974.33,59
BIZ-003102,13065.91,77
BIZ-003103,48106.91,153
BIZ-003104,63110.62,122
BIZ-003105,20522.65,115
BIZ-003106,23032.42,104
BIZ-003107,47021.16,154
BIZ-003108,25129.52,164
BIZ-003109,6042.03,11
BIZ-003110,9769.55,33
BIZ-003111,27864.81,82
BIZ-003112,74271.49,105
BIZ-003113,110855.45,239
BIZ-003114,48027.52,214
BIZ-003115,29357.13,156
BIZ-003116,46574.75,9
BIZ-003117,11307.81,25
BIZ-003118,18897.2,110
BIZ-003119,9661.16,141
BIZ-003120,6318.63,158
BIZ-003121,30747.04,34
BIZ-003122,26516.26,213
BIZ-003123,43811.54,118
BIZ-003124,38029.29,142
BIZ-003125,28075.27,10
BIZ-003126,38430.88,198
BIZ-003127,21106.09,130
BIZ-003128,33285.97,54
BIZ-003129,10655.76,77
BIZ-003130,31879.1,85
BIZ-003131,42976.88,7
BIZ-003132,11274.72,226
BIZ-003133,23198.25,192
BIZ-003134,11806.41,212
BIZ-003135,13010.26,85
BIZ-003136,7151.45,134
BIZ-003137,78102.31,110
BIZ-003138,63939.03,114
BIZ-003139,37700.7,141
BIZ-003140,158291.88,108
BIZ-003141,18228.73,185
BIZ-003142,456691.06,15
BIZ-003143,17544.06,47
BIZ-003144,28429.81,214
BIZ-003145,14797.63,211
BIZ-003146,31962.72,196
BIZ-003147,50798.14,89
BIZ-003148,19654.93,110
BIZ-003149,130186.05,7
BIZ-003150,27977.32,67
BIZ-003151,28867.9,174
BIZ-003152,8875.08,82
BIZ-003153,33473.16,115
BIZ-003154,19263.6,30
BIZ-003155,11989.18,119
BIZ-003156,10132.73,173
BIZ-003157,318622.85,137
BIZ-003158,16924.59,134
BIZ-003159,5130.79,219
BIZ-003160,10957.49,56
BIZ-003161,20919.4,72
BIZ-003162,38050.41,149
BIZ-003163,38361.0,115
BIZ-003164,43330.61,235
BIZ-003165,11558.08,15
BIZ-003166,30959.66,30
BIZ-003167,9172.27,82
BIZ-003168,11853.25,110
BIZ-003169,8798.1,213
BIZ-003170,6711.72,119
BIZ-003171,63844.74,105
BIZ-003172,43853.58,40
BIZ-003173,58493.18,104
BIZ-003174,22909.64,128
BIZ-003175,47896.98,140
BIZ-003176,3784.66,145
BIZ-003177,52213.04,103
BIZ-003178,26294.63,38
BIZ-003179,41237.76,37
BIZ-003180,32209.71,37
BIZ-003181,8208.66,148
BIZ-003182,4924.41,205
BIZ-003183,10806.96,212
BIZ-003184,38751.21,75
BIZ-003185,43918.52,20
BIZ-003186,5608.61,151
BIZ-003187,8257.69,10
BIZ-003188,10686.8,150
BIZ-003189,15408.81,92
BIZ-003190,5641.75,201
BIZ-003191,5313.19,150
BIZ-003192,9683.36,177
BIZ-003193,24010.68,97
BIZ-003194,6764.24,201
BIZ-003195,19617.88,126
BIZ-003196,63484.61,150
BIZ-003197,5992.24,87
BIZ-003198,17917.88,108
BIZ-003199,61374.93,201
BIZ-003200,14497.5,95
BIZ-003201,12410.9,6
BIZ-003202,70509.01,91
BIZ-003203,16216.72,94
BIZ-003204,66469.27,100
BIZ-003205,33825.34,17
BIZ-003206,15633.25,31
BIZ-003207,35585.39,78
BIZ-003208,30346.9,102
BIZ-003209,61137.63,7
BIZ-003210,12729.21,94
BIZ-003211,22953.05,77
BIZ-003212,20712.33,9
BIZ-003213,44540.23,60
BIZ-003214,7901.6,66
BIZ-003215,60899.31,35
BIZ-003216,35113.07,180
BIZ-003217,5902.17,18
BIZ-003218,73737.21,139
BIZ-003219,205683.34,160
BIZ-003220,59984.05,193
BIZ-003221,91764.86,131
BIZ-003222,23989.5,130
BIZ-003223,4181.79,182
BIZ-003224,3483.8,205
BIZ-003225,28426.64,51
BIZ-003226,12185.73,191
BIZ-003227,8825.7,111
BIZ-003228,20686.85,24
BIZ-003229,40765.25,147
BIZ-003230,5152.53,234
BIZ-003231,14060.47,34
BIZ-003232,99694.99,4
BIZ-003233,7515.42,220
BIZ-003234,52562.66,143
BIZ-003235,13565.29,53
BIZ-003236,38017.19,190
BIZ-003237,65994.55,95
BIZ-003238,46225.26,80
BIZ-003239,54674.88,70
BIZ-003240,6963.28,144
BIZ-003241,67081.24,33
BIZ-003242,9389.12,87
BIZ-003243,28553.7,73
BIZ-003244,28516.73,15
BIZ-003245,35779.22,183
BIZ-003246,30851.99,3
BIZ-003247,9472.9,230
BIZ-003248,5710.9,23
BIZ-003249,52698.84,86
BIZ-003250,26524.78,24
BIZ-003251,69520.49,88
BIZ-003252,21062.87,147
BIZ-003253,5403.68,21
BIZ-003254,57880.14,126
BIZ-003255,15208.8,185
BIZ-003256,31008.09,109
BIZ-003257,11528.07,27
BIZ-003258,114039.68,166
BIZ-003259,9167.64,45
BIZ-003260,15718.13,5
BIZ-003261,24525.01,105
BIZ-003262,7389.52,65
BIZ-003263,30654.03,7
BIZ-003264,110404.98,186
BIZ-003265,13487.76,144
BIZ-003266,32700.41,218
BIZ-003267,1408.9,115
BIZ-003268,21185.47,105
BIZ-003269,16106.17,202
BIZ-003270,9715.74,20
BIZ-003271,64955.03,87
BIZ-003272,15894.94,191
BIZ-003273,18444.52,70
BIZ-003274,15105.39,212
BIZ-003275,3239.53,68
BIZ-003276,7101.16,99
BIZ-003277,57589.38,215
BIZ-003278,2670.58,59
BIZ-003279,10236.19,232
BIZ-003280,14768.92,11
BIZ-003281,125947.68,64
BIZ-003282,47505.64,142
BIZ-003283,12617.37,142
BIZ-003284,81187.27,218
BIZ-003285,10503.71,230
BIZ-003286,60421.47,163
BIZ-003287,5659.68,158
BIZ-003288,64425.05,76
BIZ-003289,14674.5,193
BIZ-003290,7875.37,154
BIZ-003291,17727.22,6
BIZ-003292,29066.58,199
BIZ-003293,13430.07,86
BIZ-003294,38328.67,114
BIZ-003295,12295.72,117
BIZ-003296,40960.87,196
BIZ-003297,34276.73,65
BIZ-003298,20724.61,94
BIZ-003299,14166.25,10
BIZ-003300,25630.56,84
BIZ-003301,38187.13,22
BIZ-003302,173130.19,140
BIZ-003303,56354.67,214
BIZ-003304,58453.68,112
BIZ-003305,483357.68,218
BIZ-003306,36899.69,234
BIZ-003307,35762.08,13
BIZ-003308,44534.31,124
BIZ-003309,8030.76,127
BIZ-003310,14130.61,93
BIZ-003311,13277.56,199
BIZ-003312,42092.04,95
BIZ-003313,18505.54,14
BIZ-003314,25291.49,131
BIZ-003315,65346.2,49
BIZ-003316,52216.34,85
BIZ-003317,18737.44,120
BIZ-003318,11271.19,173
BIZ-003319,68546.99,67
BIZ-003320,47757.49,91
BIZ-003321,4419.33,17
BIZ-003322,16104.37,92
BIZ-003323,25991.26,139
BIZ-003324,47993.92,148
BIZ-003325,54726.4,71
BIZ-003326,29257.93,15
BIZ-003327,39547.1,138
BIZ-003328,23485.46,157
BIZ-003329,11227.8,21
BIZ-003330,16962.08,121
BIZ-003331,22448.77,23
BIZ-003332,21275.7,109
BIZ-003333,3342.34,154
BIZ-003334,14801.99,172
BIZ-003335,23299.93,171
BIZ-003336,16624.45,182
BIZ-003337,17208.8,58
BIZ-003338,35882.01,203
BIZ-003339,7487.89,84
BIZ-003340,4324.09,90
BIZ-003341,15550.22,189
BIZ-003342,47292.85,79
BIZ-003343,119080.26,18
BIZ-003344,48152.5,171
BIZ-003345,5073.25,159
BIZ-003346,17459.39,140
BIZ-003347,28470.8,35
BIZ-003348,26307.02,152
BIZ-003349,37771.29,48
BIZ-003350,8803.91,133
BIZ-003351,23504.4,122
BIZ-003352,33534.26,185
BIZ-003353,50295.5,234
BIZ-003354,9840.7,46
BIZ-003355,15597.14,28
BIZ-003356,1474.66,133
BIZ-003357,11831.7,228
BIZ-003358,13037.5,38
BIZ-003359,7945.93,117
BIZ-003360,25993.77,98
BIZ-003361,20828.02,77
BIZ-003362,2300.28,159
BIZ-003363,27323.65,71
BIZ-003364,8705.2,118
BIZ-003365,35799.49,203
BIZ-003366,6112.85,91
BIZ-003367,22697.42,6
BIZ-003368,16594.67,212
BIZ-003369,29824.99,66
BIZ-003370,24951.7,185
BIZ-003371,17065.87,183
BIZ-003372,4739.69,126
BIZ-003373,5028.07,21
BIZ-003374,12284.74,228
BIZ-003375,21844.84,163
BIZ-003376,11989.09,102
BIZ-003377,41159.58,205
BIZ-003378,16660.22,189
BIZ-003379,8391.61,182
BIZ-003380,16678.97,41
BIZ-003381,27607.97,152
BIZ-003382,30481.79,69
BIZ-003383,144116.77,19
BIZ-003384,11283.43,81
BIZ-003385,20466.02,25
BIZ-003386,33729.36,26
BIZ-003387,21516.54,174
BIZ-003388,13351.47,120
BIZ-003389,4678.55,96
BIZ-003390,13215.76,46
BIZ-003391,7527.34,185
BIZ-003392,3918.22,152
BIZ-003393,9939.99,140
BIZ-003394,7730.34,46
BIZ-003395,39489.36,30
BIZ-003396,40178.68,30
BIZ-003397,8920.62,6
BIZ-003398,16979.66,232
BIZ-003399,3434.95,88
BIZ-003400,13435.56,158
BIZ-003401,32826.19,235
BIZ-003402,50258.65,224
BIZ-003403,10796.24,77
BIZ-003404,63060.82,118
BIZ-003405,4838.25,111
BIZ-003406,6325.68,8
BIZ-003407,44786.49,184
BIZ-003408,117139.55,138
BIZ-003409,36077.76,89
BIZ-003410,21155.55,134
BIZ-003411,2452.38,176
BIZ-003412,2914.79,4
BIZ-003413,25069.56,155
BIZ-003414,15397.14,206
BIZ-003415,7289.31,174
BIZ-003416,23518.26,149
BIZ-003417,24714.15,22
BIZ-003418,56636.89,178
BIZ-003419,25250.53,180
BIZ-003420,75236.7,119
BIZ-003421,22203.25,140
BIZ-003422,19627.07,148
BIZ-003423,63851.3,29
BIZ-003424,8279.68,62
BIZ-003425,367488.55,190
BIZ-003426,32056.57,233
BIZ-003427,32235.68,65
BIZ-003428,37238.41,96
BIZ-003429,143937.79,219
BIZ-003430,48654.88,39
BIZ-003431,4424.64,63
BIZ-003432,89632.24,14
BIZ-003433,15663.73,57
BIZ-003434,24517.81,153
BIZ-003435,6128.75,84
BIZ-003436,37279.62,236
BIZ-003437,11483.03,214
BIZ-003438,24347.14,215
BIZ-003439,16579.15,174
BIZ-003440,150996.63,168
BIZ-003441,159893.03,122
BIZ-003442,23075.19,237
BIZ-003443,23481.72,23
BIZ-003444,15162.14,173
BIZ-003445,66569.8,34
BIZ-003446,15852.46,82
BIZ-003447,14453.08,62
BIZ-003448,58606.03,144
BIZ-003449,12857.74,189
BIZ-003450,21210.36,20
BIZ-003451,4530.96,144
BIZ-003452,44542.11,53
BIZ-003453,153409.63,19
BIZ-003454,45307.39,100
BIZ-003455,95015.87,139
BIZ-003456,9451.21,49
BIZ-003457,27898.39,94
BIZ-003458,8577.01,228
BIZ-003459,17539.92,83
BIZ-003460,47677.34,238
BIZ-003461,24387.37,200
BIZ-003462,5363.43,89
BIZ-003463,5913.37,138
BIZ-003464,5534.94,170
BIZ-003465,36006.42,112
BIZ-003466,173493.35,98
BIZ-003467,86030.59,79
BIZ-003468,3307.72,34
BIZ-003469,91224.24,6
BIZ-003470,56184.74,81
BIZ-003471,4697.1,191
BIZ-003472,16265.45,56
BIZ-003473,65875.54,43
BIZ-003474,38193.99,79
BIZ-003475,5948.56,144
BIZ-003476,40568.3,52
BIZ-003477,2598.01,53
BIZ-003478,17626.84,27
BIZ-003479,68731.08,80
BIZ-003480,22435.37,52
BIZ-003481,13373.93,199
BIZ-003482,53602.25,217
BIZ-003483,58381.35,89
BIZ-003484,81637.15,21
BIZ-003485,52804.01,21
BIZ-003486,64950.12,78
BIZ-003487,45839.83,111
BIZ-003488,28725.16,127
BIZ-003489,24088.96,73
BIZ-003490,17374.18,85
BIZ-003491,6552.7,68
BIZ-003492,8473.41,124
BIZ-003493,16613.74,167
BIZ-003494,28041.82,11
BIZ-003495,93042.59,115
BIZ-003496,21124.8,156
BIZ-003497,60082.64,161
BIZ-003498,64816.51,135
BIZ-003499,17475.47,126
BIZ-003500,39922.29,163
BIZ-003501,17265.61,91
BIZ-003502,82630.64,136
BIZ-003503,41599.5,77
BIZ-003504,6697.68,105
BIZ-003505,25887.74,30
BIZ-003506,114475.05,84
BIZ-003507,18375.42,34
BIZ-003508,34465.53,55
BIZ-003509,38020.43,101
BIZ-003510,7811.69,120
BIZ-003511,36706.46,226
BIZ-003512,5465.25,7
BIZ-003513,11782.56,215
BIZ-003514,64584.06,79
BIZ-003515,31468.94,174
BIZ-003516,16244.7,163
BIZ-003517,34422.34,233
BIZ-003518,20741.83,26
BIZ-003519,22305.28,232
BIZ-003520,42481.27,16
BIZ-003521,10642.73,210
BIZ-003522,22933.1,156
BIZ-003523,16118.64,116
BIZ-003524,4511.55,96
BIZ-003525,8773.97,23
BIZ-003526,105683.75,192
BIZ-003527,32361.45,174
BIZ-003528,5862.97,225
BIZ-003529,4720.38,175
BIZ-003530,19689.41,229
BIZ-003531,104944.46,212
BIZ-003532,18274.13,102
BIZ-003533,81389.34,169
BIZ-003534,31317.45,64
BIZ-003535,35286.31,191
BIZ-003536,5792.27,146
BIZ-003537,56247.84,106
BIZ-003538,15757.44,151
BIZ-003539,52213.3,67
BIZ-003540,9757.88,149
BIZ-003541,26292.77,114
BIZ-003542,31319.71,77
BIZ-003543,18882.04,234
BIZ-003544,33009.32,16
BIZ-003545,16875.24,182
BIZ-003546,11509.64,51
BIZ-003547,109697.67,54
BIZ-003548,62878.08,37
BIZ-003549,10292.13,25
BIZ-003550,38888.13,30
BIZ-003551,10481.02,200
BIZ-003552,6736.63,222
BIZ-003553,61933.06,140
BIZ-003554,4007.41,4
BIZ-003555,55651.03,207
BIZ-003556,17107.59,144
BIZ-003557,17826.71,125
BIZ-003558,33181.61,227
BIZ-003559,39387.3,98
BIZ-003560,9639.81,87
BIZ-003561,45149.1,187
BIZ-003562,24670.67,126
BIZ-003563,6272.59,172
BIZ-003564,18585.29,167
BIZ-003565,87665.09,201
BIZ-003566,117782.48,76
BIZ-003567,45132.07,18
BIZ-003568,6698.62,115
BIZ-003569,35975.98,155
BIZ-003570,51578.54,196
BIZ-003571,45510.94,64
BIZ-003572,48288.77,179
BIZ-003573,31674.37,199
BIZ-003574,20487.86,194
BIZ-003575,11987.65,194
BIZ-003576,3301.28,236
BIZ-003577,30934.95,159
BIZ-003578,26530.57,89
BIZ-003579,38467.76,105
BIZ-003580,5781.72,179
BIZ-003581,41982.86,57
BIZ-003582,171878.84,145
BIZ-003583,23824.03,137
BIZ-003584,20709.23,160
BIZ-003585,30001.49,101
BIZ-003586,168103.82,177
BIZ-003587,7913.71,18
BIZ-003588,26989.6,180
BIZ-003589,9900.52,195
BIZ-003590,12746.29,212
BIZ-003591,20960.81,221
BIZ-003592,84738.32,84
BIZ-003593,133384.42,12
BIZ-003594,34480.26,157
BIZ-003595,15114.43,22
BIZ-003596,266395.91,67
BIZ-003597,14363.5,168
BIZ-003598,12442.39,143
BIZ-003599,3733.33,145
BIZ-003600,88973.3,180
BIZ-003601,58002.74,40
BIZ-003602,247163.55,190
BIZ-003603,5488.86,141
BIZ-003604,94671.74,101
BIZ-003605,23626.77,111
BIZ-003606,49320.75,122
BIZ-003607,4239.59,132
BIZ-003608,95614.7,80
BIZ-003609,48364.28,54
BIZ-003610,21185.88,41
BIZ-003611,41986.89,82
BIZ-003612,10244.59,63
BIZ-003613,12339.49,124
BIZ-003614,13857.13,219
BIZ-003615,3453.94,26
BIZ-003616,52143.69,74
BIZ-003617,72518.26,12
BIZ-003618,10923.33,233
BIZ-003619,31200.92,168
BIZ-003620,16889.7,58
BIZ-003621,30585.27,100
BIZ-003622,11759.57,173
BIZ-003623,9104.96,229
BIZ-003624,63074.69,138
BIZ-003625,20663.61,65
BIZ-003626,166393.2,167
BIZ-003627,23070.5,164
BIZ-003628,8724.78,154
BIZ-003629,75127.42,11
BIZ-003630,41390.23,169
BIZ-003631,45563.98,5
BIZ-003632,72446.29,217
BIZ-003633,11466.71,211
BIZ-003634,19394.54,135
BIZ-003635,18556.03,155
BIZ-003636,6058.72,17
BIZ-003637,16922.68,209
BIZ-003638,83816.02,65
BIZ-003639,27926.69,63
BIZ-003640,5732.68,170
BIZ-003641,4647.85,225
BIZ-003642,116398.63,119
BIZ-003643,20124.25,122
BIZ-003644,11528.64,132
BIZ-003645,16747.57,70
BIZ-003646,5027.57,143
BIZ-003647,91408.63,230
BIZ-003648,14867.71,92
BIZ-003649,86456.92,185
BIZ-003650,23194.07,185
BIZ-003651,91998.91,204
BIZ-003652,28472.51,173
BIZ-003653,51701.01,221
BIZ-003654,45210.88,171
BIZ-003655,41080.59,234
BIZ-003656,31192.55,171
BIZ-003657,17450.95,201
BIZ-003658,149557.27,213
BIZ-003659,8893.38,236
BIZ-003660,22121.55,143
BIZ-003661,22356.8,170
BIZ-003662,32939.93,232
BIZ-003663,14335.97,91
BIZ-003664,30174.31,29
BIZ-003665,18604.47,212
BIZ-003666,4528.05,152
BIZ-003667,22237.88,103
BIZ-003668,7327.83,172
BIZ-003669,3887.86,8
BIZ-003670,25257.37,115
BIZ-003671,35878.14,64
BIZ-003672,37298.11,69
BIZ-003673,38838.63,232
BIZ-003674,3188.84,132
BIZ-003675,5647.58,34
BIZ-003676,158501.83,88
BIZ-003677,7729.44,58
BIZ-003678,40572.31,218
BIZ-003679,11081.83,70
BIZ-003680,23853.18,86
BIZ-003681,11693.0,80
BIZ-003682,38620.6,42
BIZ-003683,25254.87,187
BIZ-003684,14068.73,138
BIZ-003685,7706.57,105
BIZ-003686,28789.74,95
BIZ-003687,6550.4,160
BIZ-003688,33775.16,23
BIZ-003689,304517.83,223
BIZ-003690,84979.9,135
BIZ-003691,45177.2,55
BIZ-003692,20219.3,129
BIZ-003693,3169.24,204
BIZ-003694,5870.61,42
BIZ-003695,79442.82,126
BIZ-003696,9999.04,143
BIZ-003697,10946.2,194
BIZ-003698,18663.96,136
BIZ-003699,7615.6,177
BIZ-003700,6459.01,185
BIZ-003701,20942.29,213
BIZ-003702,9031.47,87
BIZ-003703,10498.43,169
BIZ-003704,10085.05,60
BIZ-003705,37136.67,202
BIZ-003706,17463.61,228
BIZ-003707,18424.34,71
BIZ-003708,40012.45,135
BIZ-003709,19109.87,197
BIZ-003710,16676.34,7
BIZ-003711,35258.09,169
BIZ-003712,42967.44,197
BIZ-003713,19013.92,209
BIZ-003714,23875.49,48
BIZ-003715,10079.0,181
BIZ-003716,9314.4,188
BIZ-003717,47531.48,1
BIZ-003718,34370.09,169
BIZ-003719,34727.89,150
BIZ-003720,29168.78,232
BIZ-003721,23068.04,11
BIZ-003722,44196.99,231
BIZ-003723,56112.21,137
